Dv,MARCA,Material,Descripción,      Amount ,Unit,per,UoM,Empaque Mínimo,ABC Code,División.,Marca.
6A,Chance,M80T23,"FUSE LINK, TYPE T, 80 AMP", $11.70 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,PSCGLP16CN10,"PROTECTOR,GLOVE 16IN CWHD NYSTR SZ10-10H", $46.59 ,USD,1,PAA,1 PAA,M,6A,Chance
6A,Chance,M25KA23,"FUSE LINK, TYPE K, 25 AMP", $5.28 ,USD,10,PZS,10 PZS,M,6A,Chance
6A,Chance,M8KA23,"FUSE LINK, TYPE K, 8 AMP", $5.04 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,M15KA23,"FUSE LINK, TYPE K, 15 AMP", $4.35 ,USD,10,PZS,10 PZS,M,6A,Chance
6A,Chance,M10KA23,"FUSE LINK, TYPE K, 10 AMP", $4.06 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,M1KA23,"FUSE LINK, TYPE K, 1 AMP", $3.93 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,P4031004P,"PLUG,", $9.73 ,USD,1,PZ,1 PZ,C,6A,Chance
6A,Chance,059738P,"PIN, KLIK, 0.187 X 1.562 IN.", $2.04 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,P4031005P,"PLUG,", $5.50 ,USD,1,PZ,1 PZ,C,6A,Chance
6A,Chance,P4033001P,"BUTTON,", $2.66 ,USD,1,PZ,1 PZ,C,6A,Chance
6A,Chance,PSC014B11,"CHANCE CLASS 0 14"" BLACK SIZE 11", $122.63 ,USD,1,PAA,1 PAA,M,6A,Chance
6A,Chance,PSC014B8H,"CHANCE CLASS 0 14"" BLACK SIZE 8H", $158.87 ,USD,1,PAA,1 PAA,M,6A,Chance
6A,Chance,108234,"ANCHOR, EXP 10in. FOR 3/4in. ROD", $114.71 ,USD,2,PZS,2 PZS,M,6A,Chance
6A,Chance,PS51N2HL,POLE STRAPS - 50 SERIES - 5FT 6IN, $587.61 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,E4012227C1,"HARDWARE, MOUNTING"," $1,269.59 ",USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,PSC014B12,"CHANCE CLASS 0 14"" BLACK SIZE 12", $111.64 ,USD,1,PAA,1 PAA,M,6A,Chance
6A,Chance,E4012228C,"POLE, SUB-ASSY"," $1,050.38 ",USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,H304617,DISCONNECT STICK  - 1.25IN X 12FT, $402.84 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,T4033349,"TELESCOPING TOOL, 40'"," $1,929.03 ",USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,E4012089C1,"POLE, MOUNTING SUB-ASSY"," $2,898.42 ",USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,M140T23,"FUSE LINK, TYPE T, 140 AMP", $28.04 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,E4012088C1,"POLE, MOUNTING SUB-ASSY"," $3,006.40 ",USD,1,PZ,1 PZ,C,6A,Chance
6A,Chance,C4031602,"TELESCOPING TOOL, 30' H D"," $1,505.57 ",USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,H486210AC2,"POLE, EPOXIGLAS ARM 2.5IN X 10FT", $732.94 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,H1760,"UNIVERSAL POLE, 1 1/4""X8' W/HANGER", $315.25 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,E4012040C,"POLE, MOUNTING ASSY"," $1,959.24 ",USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,C4031600,"TELESCOPING TOOL, 20' HD"," $1,052.58 ",USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,H17601,"UNIVERSAL POLE, 1 1/4""X6'", $328.04 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,H17601C3,"POLE, UNIVERSAL", $338.24 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,H179012,"UNIVERSAL POLE, 1 1/2""X12'", $490.84 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,C4031022EM,TELESCOPING MEASURING STICK-35FT- E + M," $1,733.03 ",USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,C4031019,"TELESCOPING TOOL, 20'", $942.34 ,USD,1,PZ,1 PZ,C,6A,Chance
6A,Chance,C710311PB,"CUTOUT, STD 27KV 150BIL 100A", $245.12 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,M3D66B,"OVHD SWITCH, M3 15.5KV 600A", $446.69 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,E4001838C,CROSSARM ASSY-10FT EPOXIROD ARM + CLAMP," $1,957.94 ",USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,E4001839C,JIB EXTENSION ASSY-67IN MAST+ADAPTER+PIN," $1,379.67 ",USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,M3D64AP,"SWITCH, M3D 35KV 150 BIL 600A", $557.40 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,M47413C,"CLAMP, POLE 2 1/2""", $216.63 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,T4020901,SWIVEL STICK - 1.25IN X 10FT WL, $550.80 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,M3D63AP,"OVHD SWITCH, M3 25kV 600A", $613.43 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,C4032046,SECTIONAL UNIVERSAL STICK 1.25IN X 4FT, $279.96 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,C4060343,"LINE HOSE, 1-1/2""X72"" CL.3 & 4", $320.89 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,E4002709C,"BOOM ASSEMBLY-3""X14'-FOR H4973814 BOOM"," $2,768.94 ",USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,C6002619,GROUNDING FERRULE-THREADED-SHROUD-1/0 AL, $35.90 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,H4721112,"POLE, TROLLEY 2.5IN X 12FT"," $1,046.99 ",USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,E4000459C,"BOOM, AND GIN ASSY  16'"," $6,240.02 ",USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,E4020138C,"CLAMP, LADDER", $173.73 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,E4020138C1,"CLAMP, LADDER", $164.36 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,PSE4002752C,MAST ASSEMBLY," $1,413.51 ",USD,1,PZ,1 PZ,C,6A,Chance
6A,Chance,C4032049,SECTIONAL UNIVERSAL STICK 1.5IN X 4FT, $290.14 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,M20T23,"FUSE LINK, TYPE T, 20 AMP", $5.85 ,USD,10,PZS,10 PZS,M,6A,Chance
6A,Chance,E4002708C,"ASSEMBLY,MAST"," $2,093.94 ",USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,M6T23,"FUSE LINK, TYPE T, 6 AMP", $5.58 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,E4020141C,"SWIVEL, STICK", $552.41 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,E4020141C1,"STICK, SWIVEL", $829.38 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,C4033069,WIRE HOLDING STICK - 1.25 IN X 8FT 5IN, $748.91 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,C4010363C3,"SUPPORT, CRADLE"," $3,322.60 ",USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,E4000460C,"BOOM, AND GIN ASSY  18'"," $5,613.86 ",USD,1,PZ,1 PZ,C,6A,Chance
6A,Chance,C4010363C1,"SUPPORT, CRADLE"," $2,207.05 ",USD,1,PZ,1 PZ,C,6A,Chance
6A,Chance,C4030294A,GRIPALL - 10FT 7IN - W/ UNIVERSAL HEAD, $924.08 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,C710613PB,"CUTOUT, 170KV BIL (660MM)", $301.04 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,M100TA23,"FUSE LINK, TYPE T, 100 AMP", $10.09 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,C4060309,"LINE HOSE, 1-1/2X72 W/CPL", $448.53 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,H4720114,"LINK STICK, SUSPENSION 1 1/2 X 9-1/2 FT"," $1,557.67 ",USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,M7STH23,"FUSE LINK, TYPE STH 7A 23""", $5.55 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,E4020568C,YOKE, $893.16 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,E4020568C1,YOKE," $1,174.52 ",USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,C4020023,"RAILING, FOR 6' PLATFORM"," $1,426.48 ",USD,1,PZ,1 PZ,C,6A,Chance
6A,Chance,M47411,POLE CLAMP - 1.5IN, $255.48 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,M47411C,"Clamp, Pole 1 1/2", $265.70 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,V4010158,"ASSEMBLY, 36"" SCREWJACK", $296.35 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,M3KA23,"FUSE LINK, TYPE K, 3 AMP", $4.85 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,M47451,"SWIVEL, WIRETONG", $385.81 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,C75001PPPB,SECT PROG RES LDBK 15KV 110KV BIL PG," $1,675.05 ",USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,C4000730,"KIT, ""H.M."" EPOXIGLAS PLUG", $213.21 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,29984,"BOLT, OVALEYE, 3/4in x 14in", $15.29 ,USD,25,PZS,25 PZS,M,6A,Chance
6A,Chance,5614,"BOLT, THIMBLEYE, STRAIGHT, 3/4in x 14in", $13.28 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,5512,"BOLT, THIMBLEYE, STRAIGHT, 5/8in x 12in", $13.43 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,M20KA23,"FUSE LINK, TYPE K, 20 AMP", $4.46 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,C710643PB,"CUTOUT, 170KV BIL 200 AMP", $267.57 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,T4001413,TOWER TYPE SADDLE - SMALL - LARGE HOOKS, $822.65 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,M30KA23,"FUSE LINK, TYPE K, 30 AMP", $5.37 ,USD,10,PZS,10 PZS,M,6A,Chance
6A,Chance,M4745,"SWIVEL, WIRETONG", $402.64 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,M17291,WIRE TONG BAND - FOR 2.5IN DIA POLE, $319.14 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,P0010779P,"SCREW, DRIVE .3125""", $0.62 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,066036P,"HEAD, POLE UNIV 1.250""", $27.86 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,C4170135,"ENDLESS NYLON SLING, 1"" X 4'", $66.43 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,C4011894P,"SOCKET- 7/8"" - 1.5"" - FOR C4011720 YOKE", $572.46 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,T4020694,CONDUCTIVE SUIT STATIC BELT, $316.80 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,C4060550,"POLE COVER, 6"" X 48""", $453.89 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,PSC1300,"BLANKET, CLASS 4, SLOTTED, SALISBURY", $830.94 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,PSC4170627,"SAFETYSHIELD 16""", $684.69 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,C4170122,"CONDUCTIVE BOOT, SIZE 8"," $1,365.29 ",USD,1,PAA,1 PAA,M,6A,Chance
6A,Chance,C4170123,"CONDUCTIVE BOOT, SIZE 9"," $1,277.41 ",USD,1,PAA,1 PAA,M,6A,Chance
6A,Chance,C4020533,"CONDUCTIVE SUIT, MEDIUM"," $5,226.94 ",USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,PSC4170638,Meter Claw with Safety Shield," $1,727.83 ",USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,PSC4033926,WIRELESS PHASING SET WITH HARD CASE," $8,007.29 ",USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,C4060102,CROSSARM END COVER 36.6KV 5IN X 6IN, $669.37 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,PSC7400177,USB CABLE PACKAGED, $27.25 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,C4170138,"SLING, ENDLESS NYLON, 1"" X 8'", $65.41 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,C4060340,"COUPLER, CLASS #4", $64.88 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,C4170136,"ENDLESS NYLON SLING, 1"" X 5'", $51.09 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,C4010362C1,"ASSEMBLY, HOOK", $684.23 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,M4660,"RACK, HOT LINE TOOL", $996.50 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,C4010362C,"Hook, Support x 31"""," $1,030.88 ",USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,S16007,INSULATED HANGER, $336.69 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,T6000658,GROUND CLAMP- C-TYPE -I-A-5H- 2IN, $128.61 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,M100MSA23,"FUSE LINK, TYPE MS, 100 AMP", $16.51 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,S11272P75,z6MPER CABLE ORANGE 1/0 25KV S11272 75FT," $1,740.28 ",USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,C6000619,GROUND CLAMP-BUS BAR-MTD 8FT10IN -II-A-5," $1,380.58 ",USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,P4001421P,"TAG,", $1.22 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,PSC011B9,"CHANCE CLASS 0 11"" BLACK SIZE 9", $117.52 ,USD,1,PAA,1 PAA,M,6A,Chance
6A,Chance,T4002528,TOOL MOUNTING STUD KIT W/ 10 STUDS, $467.28 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,PSC014B7,"CHANCE CLASS 0 14"" BLACK SIZE 7", $102.20 ,USD,1,PAA,1 PAA,M,6A,Chance
6A,Chance,PSC014B10H,"CHANCE CLASS 0 14"" BLACK SIZE 10H", $106.05 ,USD,1,PAA,1 PAA,M,6A,Chance
6A,Chance,C4011717,"YOKE, FOR RECT OR TRI PLATES"," $3,525.64 ",USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,PSC011B7,"CHANCE CLASS 0 11"" BLACK SIZE 7", $104.00 ,USD,1,PAA,1 PAA,M,6A,Chance
6A,Chance,H47166,"STRAIN LINK STICK, 1-1/2"" X 12'"," $1,134.34 ",USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,E4032543P,GRIPALL ASSIST RING, $255.48 ,USD,1,PZ,1 PZ,C,6A,Chance
6A,Chance,E4010138P,CLAMP FOR ADJUSTABLE 2IN DIA STRAIN POLE, $459.86 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,C4010361,"HOOK, 15"" SUPPORT", $591.89 ,USD,1,PZ,1 PZ,C,6A,Chance
6A,Chance,G3803,GROUND CLAMP CLUSTER-DUCKBILL-I-A-3-1.16, $388.33 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,C4031612,COMPLETE TROUBLE SHOOTER TOOL KIT," $2,747.20 ",USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,E4020092C,"CLAMP, DOUBLE", $296.35 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,E4020092C1,"CLAMP, DOUBLE", $443.45 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,H17605,"HANGER, POLE AND CLAMP", $8.77 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,C6002101,GROUND CLAMP - BALL SOCKET - I-5- 1IN, $79.71 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,H1921,"KIT, ""H.M."" EPOXY SAND", $101.94 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,C4031851,IMPACT ELBOW PULLER TOOL 4.5FT, $978.59 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,C4060307,"LINE HOSE, 1-1/2""X36"" W/CPL", $308.13 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,M47412,POLE CLAMP - 2IN, $288.84 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,M47412C,"CLAMP, POLE 2""", $446.06 ,USD,1,PZ,1 PZ,C,6A,Chance
6A,Chance,6456,"SLEEVE, SERVING, 1/2in.", $5.07 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,M445598,SUPER TESTER ADAPTER, $87.26 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,M474010WC,"Saddle, Wiretong", $588.00 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,M474010WC1,"SADDLE, WIRETONG", $948.92 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,M474010WC2,"SADDLE, WIRETONG", $948.92 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,G3369,GROUND CLAMP- BUS-BAR -I-A-5- 4.5IN, $284.09 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,H478322,TOWER ARM YOKE - COLD END - 26INC-C," $1,675.37 ",USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,M474020WC2,"SADDLE, POLE TYPE WIRETONG", $978.15 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,T6001549,EPZ GROUND CLUSTER BAR-6IN-GR5, $392.42 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,E4012039C,"HARDWARE, MOUNTING"," $2,402.94 ",USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,PSE4002753C,BOOM CLAMP ASSEMBLY, $696.99 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,PSE4002753C1,BOOM CLAMP ASSEMBLY, $515.76 ,USD,1,PZ,1 PZ,C,6A,Chance
6A,Chance,G1C423SCCBF10,1 PH GROUND SET 23 FT. 4/0 CLEAR C-FF, $968.72 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,E4020087C,"ATTACHMENT, HORIZONTAL"," $1,440.77 ",USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,E6002164C,"ASSEMBLY, CBLE REEL & GROUND"," $1,686.18 ",USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,E4020525C,"Attachment, vertical Tower"," $2,099.81 ",USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,C6002626,GROUNDING FERRULE-PLAIN-SHROUD- #2 AL, $38.58 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,E4020099C,SPREADER BAR FOR CHANCE LADDERS, $496.53 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,E4020099C1,SPREADER BAR FOR CHANCE LADDERS, $798.88 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,C4031382,RATCHET WIRE CUTTER - 6FT - 556ACSR," $1,237.88 ",USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,C4010455C1,"ASSY, CRADLE SPACER", $808.14 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,H4718,"STRAIN LINK STICK, 5' 2"""," $1,073.03 ",USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,E4012087C3,"CRADLE, SPACER ASSY", $848.40 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,T4031250,"KIT, BUTTON AND SPRING", $51.58 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,C4000690C,2.5IN ROLLER WIREHOLDER W/ 2.5IN CLAMP, $674.85 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,E4020526,LADDER SUPPORT VERTICAL POLE ATTACHMENT," $2,290.88 ",USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,C4030186,ALL-ANGLE COG WRENCH STICK -1.5IN X 10FT," $1,573.76 ",USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,C4010604C1,"Spacer, Cradle", $228.81 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,C4010604C3,"Spacer, Cradle", $277.82 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,M445569,UNIVERSAL TOOL - ROTARY PRONG TIE HEAD, $72.22 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,6454,"SLEEVE, SERVING, 3/8in.", $1.33 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,T4031248,"KIT, BUTTON AND SPRING", $37.14 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,G3370C,"ROD, GROUND", $205.79 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,S6451P1000,GROUNDING CABLE- 4/0 CLEAR S6451P 1000FT," $20,453.78 ",USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,PSC416RB10,"CHANCE CLASS 4 16"" RED/BLK SIZE 10", $572.28 ,USD,1,PAA,1 PAA,M,6A,Chance
6A,Chance,5358,"ROD, ANCHOR, 3/4in. X 8ft. TWINEYE®", $64.44 ,USD,5,PZS,5 PZS,M,6A,Chance
6A,Chance,PSC011B10,"CHANCE CLASS 0 11"" BLACK SIZE 10", $112.98 ,USD,1,PAA,1 PAA,M,6A,Chance
6A,Chance,C4011719,"YOKE, SINGLE FOR RECT OR TRI"," $3,730.02 ",USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,M4455103,COTTER KEY HOLDER, $166.57 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,C4000919,DOUBLE ROPE BLOCK W/ BECKET - NYLON, $229.92 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,C6000375,GROUND CLAMP- C-TYPE -I-A-7- 2.5IN, $199.28 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,C4000073,WIRETONG SADDLE EXTENSION, $100.15 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,T4001257,2 DOUBLE BLOCKS - 120FT 1/2IN CF ROPE," $1,130.71 ",USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,C4000914,2 DOUBLE BLOCKS - 120FT 1/2IN PP ROPE, $577.68 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,C4012149,"POLE, ADJUSTABLE STRAIN"," $2,217.87 ",USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,C4012148,"POLE, ADJUSTABLE STRAIN, 14'"," $2,166.29 ",USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,H47232,FORK SUSPENSION TOOL FOR 2.5IN TROLLEY," $1,145.33 ",USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,C4000090,STANDARD BASE CHAIN GIN," $1,153.76 ",USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,C4000918,TRIPLE ROPE BLOCK - NYLON, $226.94 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,M18963,"ROPE, 1/2"" WHITE POLYDACRON 600FT"," $1,161.25 ",USD,600,FT,600 FT,M,6A,Chance
6A,Chance,C4000800,"ROPE, 3/4""SAMSON DURA-PLEX COMPOSITE 600", $5.54 ,USD,600,FT,600 FT,M,6A,Chance
6A,Chance,M18955,"ROPE, 3/4"" BLUE POLYPROPYLENE 600FT", $2.59 ,USD,600,FT,600 FT,M,6A,Chance
6A,Chance,C4170586,"ROPE, 5/8""SAMSON DURA-PLEX COMPOSITE 600", $4.28 ,USD,600,FT,600 FT,M,6A,Chance
6A,Chance,C4176067,SNATCH BLOCK W/ STEEL HOOK 2500LBS RWL," $1,687.66 ",USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,M18962,"ROPE, 3/8"" WHITE POLYDACRON 600FT", $1.04 ,USD,1,FT,1 FT,M,6A,Chance
6A,Chance,H49051,"HOOK, 8"" ASSEMBLY", $837.98 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,M1867,GRIPALL ADAPTER TO UNIVERSAL HEAD, $20.44 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,PSC014B10,"CHANCE CLASS 0 14"" BLACK SIZE 10", $115.47 ,USD,1,PAA,1 PAA,M,6A,Chance
6A,Chance,C4011718,"YOKE, DEADEND"," $2,269.44 ",USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,C4010095,"YOKE, DEADEND COMPRESSION"," $5,058.53 ",USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,C3080925,"CAPSTAN UNIVERSAL BRACKET-FOR 1,000LB", $340.42 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,C4012215,"POLE, ADJUSTABLE STRAIN, 12'"," $1,941.66 ",USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,PSC4032915,AUTO-RANGE VOLT IND. (ARVI) UP TO 765KV," $1,655.52 ",USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,C3090441,"RATCHET LINK CHAIN HOIST, 4.5 TON"," $2,861.39 ",USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,C6001732,GROUND CLAMP - ALL ANGLE -I-B-5- 2.88IN, $357.68 ,USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,C3081335,CAPSTAN HOIST F.A.E. BRACKET - 1000LB," $1,181.18 ",USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,C4033369,"DIGITAL PHASING TESTER, 16KV"," $3,014.68 ",USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,S14502,"TESTER, PHASING KIT O/U (40KV)"," $8,284.19 ",USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,C4033178,"WET/DRY HOT STICK TESTER, 115V"," $3,612.50 ",USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,H1990ST,SUPER TESTER VOLTAGE DETECTOR," $1,420.47 ",USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,C4033375,AUTO-RANGE VOLTAGE IND. (ARVI) 69-500KV," $1,103.68 ",USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,PSC011B12,"CHANCE CLASS 0 11"" BLACK SIZE 12", $103.35 ,USD,1,PAA,1 PAA,M,6A,Chance
6A,Chance,C4031029,"MULTI-RANGE VOLT DETR (MRVD), 16-161KV"," $1,975.45 ",USD,1,PZ,1 PZ,M,6A,Chance
6A,Chance,PSC3120000,"NYLON STRAP HOIST, 2 TON (REG HANDLE)"," $1,244.73 ",USD,1,PZ,1 PZ,C,6A,Chance
6A,Chance,PSC014B9H,"CHANCE CLASS 0 14"" BLACK SIZE 9H", $167.03 ,USD,1,PAA,1 PAA,M,6A,Chance
